categorie_de_produit,sous_categorie_de_produit,risques_encourus_par_le_consommateur,nom_de_la_marque_du_produit,date_debut_fin_de_commercialisation,distributeurs,motif_du_rappel
Alimentation,Viandes,Bacillus,SAVEURS D'ANTOINE,Du 26/10/2022 au 02/11/2022,"SAVEURS D’ANTOINE CENTRE LOIRE
SAVEURS D’ANTOINE HAUTE LOIRE DISTRIBUTION
SAVEURS D’ANTOINE PIERROT SALAISONS
SAVEURS D’ANTOINE YVAS
SAVEURS D’ANTOINE SODIBEK
SAVEURS D’ANTOINE GARCIN
SAVEURS D’ANTOINE DEPARIS","Erreur d'étiquetage sur COUSCOUS 350G lot 2290 : information DLC erronée 
DLC affichée au 12/12/2022 au lieu du 09/11/2022"
Alimentation,Viandes,Salmonella,Novoris,Du 27/10/2022 au 31/10/2022,Novoris,Alerte Salmonelle
Alimentation,Viandes,Salmonella,Novoris,Du 27/10/2022 au 31/10/2022,Novoris,Alerte Salmonelle
Alimentation,Lait et produits laitiers,Listeria,COOPERATIVE BEURRIERE,Du 20/10/2022 au 24/10/2022,"HYPER U Doubs
Fromagerie MAURON",LISTERIA MONO <10 UFC/g
Alimentation,Viandes,Listeria,MAISON MILHAU,Du 19/10/2022 au 26/10/2022,"Grossiste, GMS (carrefour, Inter, Leclerc, Super U,",Listéria monocytogènes
Alimentation,Plats préparés et snacks,Listeria,PPNP (Préparé Par Nos Pros),Du 21/10/2022 au 28/10/2022,"Supermarchés MATCH RAMBERVILLERS 88700 
Supermarchés MATCH DOMBASLE 54110
Supermarchés MATCH NEUFCHATEAU 88300",Présence de Listéria monocytogenes dans une matière première
Alimentation,Plats préparés et snacks,Listeria,PPNP (Préparé Par Nos Pros),Du 21/10/2022 au 28/10/2022,"Supermarché MATCH RAMBERVILLERS 88700
Supermarché MATCH NEUFCHATEAU 88300
Supermarché MATCH DOMBASLE 54110",Présence de Listéria monocytogenes dans une matière première
Alimentation,Plats préparés et snacks,Listeria,PPNP (Préparé Par Nos Pros),Du 21/10/2022 au 28/10/2022,"Supermarchés MATCH RAMBERVILLERS 88700
Supermarchés MATCH NEUFCHATEAU 88300
Supermarchés MATCH DOMBASLE 54110",Présence de Listéria monocytogenes dans une matière première
Alimentation,Lait et produits laitiers,Listeria,U,Du 02/11/2022 au 03/11/2022,Magasins U,Non conformité microbiologique
Alimentation,Viandes,Listeria,CLERMONT,Du 03/11/2022 au 26/11/2022,ITM,Présence de Listeria monocytogenes
Alimentation,Viandes,Listeria,Casino,Du 12/09/2022 au 15/09/2022,casino,"1 présence Listeria sur un seul échantillon, inférieure à 10/g,
échantillon prélevé le 29/09,  reçu en labo Eurofins le 03/10, mis en analyse le 02/11/2022"
Alimentation,Viandes,Listeria,CASINO ÇA VIENT D'ICI,Du 12/09/2022 au 07/11/2022,"CASINO, VIVAL, SPAR et réseaux de distribution de Casino",Présence éventuelle de Listeria monocytogenes
Alimentation,Viandes,Listeria,Sans marque,NA,SUPER U BIHOREL,Présence de Listeria monocytogenes
Alimentation,Fruits et légumes,Salmonella,Nature's Best Harvest,Du 14/05/2022 au 28/10/2022,asianmarket.fr,Présence salmonelle
Alimentation,Viandes,Salmonella,sans marque,Du 04/10/2022 au 07/10/2022,Uniquement Centre E.Leclerc de Villeneuve sur Lot,Présence de salmonelle
Alimentation,Lait et produits laitiers,Listeria,MAUBERT,Du 06/10/2022 au 09/11/2022,"France entière, voir liste des produits",Présence de listéria monocytogenes
Alimentation,Viandes,Salmonella,sans marque,Du 02/11/2022 au 02/11/2022,"HENRI BOUCHER ST LAURENT BLANGY, 56 avenue des droits de l'Homme 62223 St Laurent Blangy",Résultat d'autocontrôle bactériologique non satisfaisant
Alimentation,Lait et produits laitiers,Listeria,BRIE DES VOSGES,Du 11/10/2022 au 20/10/2022,commerce alimentaire,Détection de listéria monocytogenes
Alimentation,Fruits et légumes,Salmonella,Nam Meo,Du 01/09/2021 au 01/09/2022,Nature's best harvest,Mise en évidence présence de salmonelle
Alimentation,Viandes,Listeria,PRODUITS DE LA CIGOGNE,Du 31/10/2022 au 02/11/2022,"Magasins Fresh, Enseigne U et Leclerc Raon l'Etape, Hyper U Colmar Thalhuben",Suspicion de Listeria monocytogenes (moins de 10/g)
Alimentation,Lait et produits laitiers,Salmonella,LA FERME DUMESNIL,Du 08/11/2022 au 10/11/2022,CARREFOUR MARKET SAINT ROMAIN DE COLBOSC   GAEC DU CHAPON   LA FERME DUMESNIL    O’DELICE DE MAELIA    POULAILLER DE LA GRANGE   CHEMIN DE LA GOURMANDISE    HANGAR 0   RESTAURANT L ESPERANCE    PAPA & PRIMEUR   LIN ET PAPILLE   PRIMEUR DE LA PLACE,présence de salmonelle
Alimentation,Viandes,Salmonella,RUSTADOU,NA,METRO,présence de Salmonelles
Alimentation,Produits sucrés,Salmonella,EKONOMIK,Du 01/09/2021 au 07/11/2022,Rize Market,Possible présence de salmonelle du sérogroupe C
Alimentation,Viandes,Listeria,FERNAND DUSSERT,Du 05/09/2022 au 08/11/2022,DISTRIBUTEURS,Dénombrement Listéria Monocytogenes inférieur à10
Alimentation,Herbes et épices,Bacillus,Les Bonnes Epices de Mr Maurice,Du 08/08/2022 au 18/10/2022,CARREFOUR - SUPER U - LECLERC - O MARCHE - CASINO - DISCOUNT CENTER - COLIPRIX - ECOMARKET - CENTRALE EDOUARD - PROMOCASH,Investigations menées en raison de la détection de bactéries (Bacillus Cereus) ont abouti au retrait et rappel par précaution de ce produit.
Alimentation,Herbes et épices,Bacillus,Les Bonnes Epices de Mr Maurice,Du 08/08/2022 au 18/10/2022,CARREFOUR - SUPER U - LECLERC - O MARCHE - CASINO - DISCOUNT CENTER - COLIPRIX - ECOMARKET - CENTRALE EDOUARD - PROMOCASH,Investigations menées en raison de la détection de bactéries (Bacillus Cereus) ont abouti au retrait et rappel par précaution de ce produit.
Alimentation,Herbes et épices,Bacillus,LEADER PRICE,Du 08/08/2022 au 18/10/2022,LEADER PRICE,Investigations menées en raison de la détection de bactéries (Bacillus Cereus) ont abouti au retrait et rappel par précaution de ce produit.
Alimentation,Viandes,Listeria,l’Atelier Charcuterie Tradizioni D’Italia,Du 20/10/2022 au 16/11/2022,E.LECLERC.,Présence de Listeria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,ferme de la fosse à l'eau,Du 28/10/2022 au 18/11/2022,"collège , fromagerie, biocoop, épicerie fine,",Détection de listéria
Alimentation,Viandes,Salmonella,Vallégrain,Du 17/11/2022 au 18/11/2022,SUPER U et LECLERC,Présence de Salmonelle détectée
Alimentation,Plats préparés et snacks,Listeria,Madrange,Du 18/11/2022 au 07/12/2022,Auchan et Carrefour,présence de Listeria monocytogenes
Alimentation,Viandes,Listeria,aux spécialités réunies,Du 15/11/2022 au 18/11/2022,"pas de distributeurs uniquement des clients grossistes, ou détaillants (épiceries, bouchers, charcutiers).",Présence du germe Listeria Monocytogenes avec un dénombrement < 50ufc/g
Alimentation,Viandes,Salmonella,Sans marque,Du 04/11/2022 au 05/11/2022,BOUTIQUE DELBE TRAITEUR,Présence de Salmonelle
Alimentation,Lait et produits laitiers,Listeria,ferme de la fosse à l'eau,Du 16/11/2022 au 25/11/2022,biocoop epicerie  fromagerie restaurant,détection de listéria
Alimentation,Lait et produits laitiers,Listeria,ferme de la fosse à l'eau,Du 16/11/2022 au 25/11/2022,epicerie fromagerie restaurant,présence de listeria
Alimentation,Plats préparés et snacks,Salmonella,Foodmaker,Du 23/11/2022 au 23/11/2022,MONOPRIX CAUMARTIN - 56 rue Caumartin 75009 PARIS,Détection de Salmonelle
Alimentation,Viandes,Salmonella,Monoprix,Du 22/11/2022 au 23/11/2022,Monoprix,Détection de Salmonelle
Alimentation,Viandes,Salmonella,La Belle Prairie,Du 25/11/2022 au 03/12/2022,TSA VIANDES,Presence de salmonelle
Alimentation,Oeufs et produits à base d'oeufs,Salmonella,Oeufs bio,NA,"Marché de Vaise Valmy à Lyon 
Marché de Lyon Montchat 
Marché de Lyon St Jean 
Marché de Lyon Montplaisir 
Marché de Grenoble Europole 
Marché de Villefontaine 
Marché de Bourgoin","Présence de salmonelles
Anomalie d'étiquetage"
Alimentation,Autres,Salmonella,YARDEN,Du 21/11/2022 au 29/11/2022,VOIR FICHIER PDF,possible contamination par Salmonella
Alimentation,Viandes,Salmonella,L&OBAYLE,Du 23/11/2022 au 30/11/2022,"IciPrésent, PourdeBon, Maison BAYLE",présence de Salmonelles
Alimentation,Lait et produits laitiers,Listeria,Laiterie de la Vallée,Du 04/11/2022 au 26/11/2022,U Bernolsheim,présence de Listeria Monocytogenes
Alimentation,Herbes et épices,Bacillus,SAINTE LUCIE,Du 08/07/2022 au 30/11/2022,"Auchan, Carrefour, Casino, Franprix, Leclerc, Intermarché, Système U",Présence de Bacillus cereus dans la matière
Alimentation,Herbes et épices,Bacillus,SAINTE LUCIE,Du 01/06/2022 au 02/12/2022,"Auchan, Carrefour, Casino, Franprix, Leclerc, Intermarché, Système U",Présence de Bacillus cereus dans une des matières premières du mélange
Alimentation,Herbes et épices,Bacillus,SAINTE LUCIE,Du 11/05/2022 au 30/11/2022,"Auchan, Carrefour, Casino, Franprix, Leclerc, Intermarché, Système U,",Présence de Bacillus cereus dans une des matières du mélange
Alimentation,Herbes et épices,Bacillus,SAINTE LUCIE,Du 18/08/2022 au 15/11/2022,"Auchan, Carrefour, Casino, Franprix, Leclerc, Intermarché, Système U",Présence de Bacillus cereus dans une des matières premières du mélange
Alimentation,Herbes et épices,Bacillus,SAINTE LUCIE,Du 15/11/2022 au 02/12/2022,"Auchan, Carrefour, Casino, Franprix, Leclerc, Intermarché, Système U",Présence de Bacillus cereus dans la matière
Alimentation,Herbes et épices,Bacillus,SAINTE LUCIE,Du 12/10/2022 au 30/11/2022,"Auchan, Carrefour, Casino, Franprix, Leclerc, Intermarché, Système U",Présence de Bacillus cereus dans une des matières premières du mélange
Alimentation,Herbes et épices,Bacillus,SAINTE LUCIE,Du 13/10/2022 au 02/12/2022,"Auchan, Carrefour, Casino, Franprix, Leclerc, Intermarché, Système U",Présence de Bacillus cereus dans la matière
Alimentation,Herbes et épices,Bacillus,SAINTE LUCIE,Du 17/08/2022 au 02/12/2022,"Auchan, Carrefour, Casino, Franprix, Leclerc, Intermarché, Système U",Présence de Bacillus cereus dans la matière
Alimentation,Herbes et épices,Bacillus,SAINTE LUCIE,Du 01/09/2022 au 02/12/2022,"Auchan, Carrefour, Casino, Franprix, Leclerc, Intermarché, Système U",Présence de Bacillus cereus dans la matière
Alimentation,Herbes et épices,Bacillus,SAINTE LUCIE,Du 31/05/2022 au 02/12/2022,"Auchan, Carrefour, Casino, Cora, Franprix, Leclerc, Intermarché, Système U",Présence de Bacillus cereus dans une des matières premières du mélange
Alimentation,Viandes,Salmonella,Véritable,Du 30/11/2022 au 05/12/2022,"Carrefour, Auchan, Cora et Système U",Présence de salmonelle
Alimentation,Viandes,Listeria,SALAISONS ARTISANALE D'ARDECHE,Du 15/11/2022 au 24/11/2022,LECLERC,Risque de Listéria
Alimentation,Herbes et épices,Bacillus,La Bovida,Du 20/11/2022 au 30/11/2024,"La Bovida Rungis 10 Av. de Normandie, 94150 Rungis",présence de Bacillus cereus
Alimentation,Herbes et épices,Bacillus,La Bovida,Du 01/11/2022 au 30/11/2024,"MAGASIN TOC LES HALLES 36 Rue Montmartre, 75001 Paris",présence de Bacillus cereus
Alimentation,Herbes et épices,Bacillus,Marius,Du 18/05/2022 au 08/12/2022,Grande distribution,Présence Bacillus cereus dans la matière première gingembre
Alimentation,Herbes et épices,Bacillus,Marius,Du 04/10/2022 au 08/12/2022,Grande distribution,Présence Bacillus cereus dans la matière première gingembre
Alimentation,Herbes et épices,Bacillus,Marius,Du 06/10/2022 au 08/12/2022,Grande distribution,Présence Bacillus cereus dans la matière première gingembre
Alimentation,Herbes et épices,Bacillus,Marius,Du 04/10/2022 au 06/12/2022,Grande distribution,Présence Bacillus cereus dans la matière première gingembre
Alimentation,Viandes,Listeria,Ferme d'Estelle,Du 02/12/2022 au 03/12/2022,"Marché Buzançais 
Marché Lucay le Mâle
Marché Saint Août
Marché Le Blanc",Présence Listeria Monocytogenes <10
Alimentation,Plats préparés et snacks,Listeria,Pain surprise campagne tranché - 32 sandwiches - surgelé,Depuis le 16/11/2022,"Normandie Service Frais
Gimbert Fleurance
Entrepôt transports cauyez",Présence de Listeria monocytogenes dans le produit fini
Alimentation,Plats préparés et snacks,Listeria,SANS MARQUE,Du 29/11/2022 au 13/12/2022,"CASINO, SYSTÈME U, LECLERC, CARREFOUR, AUCHAN, GÉANT, CORA, INTERMARCHÉ.",PRÉSENCE DE LISTERIA MONOCYTOGENES
Alimentation,Viandes,Listeria,LES SALAISONS REGIONALES,Du 02/11/2022 au 07/12/2022,Dispere   Le pere champain   Intermarche chartres du gord   TVB   US Tours,Présence de trace de Listéria
Alimentation,Lait et produits laitiers,Listeria,LAITERIE DE LA VALLEE DE MUNSTER,Du 08/11/2022 au 30/11/2022,Voir la liste des points de vente en pièce jointe,présence de Listeria Monocytogenes
Alimentation,Lait et produits laitiers,Listeria,LAITERIE DE LA VALLEE DE MUNSTER,Du 23/11/2022 au 07/12/2022,Voir liste des points de vente ci dessous,présence de Listeria Monocytogenes
Alimentation,Autres,Listeria,sans marque,Du 06/12/2022 au 10/12/2022,La Charolaise,Présence de Listeria
Alimentation,Viandes,Listeria,METRO CHEF,Du 03/12/2022 au 14/12/2022,METRO,Présence de Listéria monocytogènes.
Alimentation,Lait et produits laitiers,Listeria,BIOCOOP,Du 01/12/2022 au 06/12/2022,Magasin BIOCOOP du Grand Ouest et du Centre Nord Est  uniquement.,Présence de Listéria monocytogenèse (<10) sur un échantillon.
Alimentation,Viandes,Listeria,Père Anselme,Du 01/12/2022 au 19/12/2022,"Leclerc Champvert Lyon (69009), Carrefour Vénissieux (69200) et Carrefour Market Belley (01300), Magasin Super U Pont de Beauvoisin (73330)","détection de Listeria monocytogenes, avec dénombrement inférieur à 10 ufc/g"
Alimentation,Viandes,Listeria,Père Anselme,Du 02/12/2022 au 19/12/2022,"enseignes Leclerc, Carrefour + des bouchers détaillants et grossistes
voir ci-joint liste des points de vente concernés","Listeria monocytogenes détectée, avec dénombrement <10 ufc/g"
Alimentation,Viandes,Listeria,/,NA,GUILLOT COBREDA,Listeria
Alimentation,Autres,Listeria,AUCHAN,Du 05/12/2022 au 13/12/2022,Magasins Auchan et toute autre enseigne commercialisant les produits à marque Auchan,Présence de Listeria
Alimentation,Viandes,Listeria,Découpe de chapon,NA,Métro,Listeria
Alimentation,Viandes,Salmonella,SANS,Du 25/11/2022 au 07/12/2022,INTERMARCHE CRAPONNE 69290,Présence Salmonelle
Alimentation,Viandes,Listeria,Découpe de chapon,NA,Métro / MAISON FARRET SAS / RAMPAL SAS,Listeria
Alimentation,Viandes,Listeria,Le Gaulois Professionnel,NA,GUILLOT-COBREDA / PALMIDOR,Listeria
Alimentation,Viandes,Listeria,Le Gaulois Professionnel,NA,GUILLOT-COBREDA,Listeria
Alimentation,Viandes,Listeria,Le Gaulois Professionnel,NA,Métro,Listeria
Alimentation,Viandes,Listeria,EXTRA CARREFOUR,Du 05/12/2022 au 16/12/2022,CARREFOUR,Présence de Listéria monocytogènes
Alimentation,Produits de la pêche et d'aquaculture,Listeria,Thiriez Selection,Du 03/11/2022 au 06/12/2022,Grossistes,Suspicion de présence de Listeria monocytogenes
Alimentation,Produits de la pêche et d'aquaculture,Listeria,Deluxe,Du 28/11/2022 au 15/12/2022,Les supermarchés Lidl en France,Des contrôles ont révélé la présence de Listeria monocytogènes.
Alimentation,Lait et produits laitiers,Listeria,Laiterie de la Vallée de Munster,Du 03/11/2022 au 19/01/2023,Voir liste des points de vente ci dessous,Présence de Listeria Monocytogenes
Alimentation,Lait et produits laitiers,Listeria,Laiterie de la Vallée de Munster,Du 14/11/2022 au 17/02/2023,Voir liste des points de vente ci dessous,Présence de Listeria Monocytogenes
Alimentation,Lait et produits laitiers,Listeria,Laiterie de la Vallée de Munster,Du 14/12/2022 au 19/02/2023,Voir liste des points de vente ci dessous,Présence de Listéria monocytogenes
Alimentation,Autres,Listeria,AUCHAN,Du 07/12/2022 au 22/12/2022,Magasins Auchan et toute autre enseigne commercialisant les produits à marque Auchan,Présence de Listeria
Alimentation,Lait et produits laitiers,Salmonella,HENNART,Du 06/12/2022 au 14/12/2022,SUPER U GERTWILLER,PRESENCE DE SALMONELLE
Alimentation,Viandes,Salmonella,CDV Confolentaise des Viandes,Du 22/12/2022 au 28/12/2022,"Leclerc Rocadis
Saveurs d'Antoine Limoges
NosEpiceries
NetN
Petit panier de brillac
Dominique Isabelle Pressac",Présence de Salmonelle
Alimentation,Viandes,Salmonella,SANS,Du 22/11/2022 au 26/11/2022,Intermarché Labarthe sur lèze,Salmonelle détectée
Alimentation,Produits de la pêche et d'aquaculture,Salmonella,Producteurs & Commerçants,Du 22/12/2022 au 29/12/2022,Intermarché,Présence Salmonelles
Alimentation,Produits de la pêche et d'aquaculture,Listeria,Dom Petroff,Du 22/11/2022 au 29/12/2022,"Monoprix, Leclerc, Galeries Lafayette",présence de Listeria
Alimentation,Produits de la pêche et d'aquaculture,Listeria,CASINO,Du 17/12/2022 au 05/01/2023,CASINO et réseaux de distribution Casino,Présence éventuelle de Listeria monocytogenes
Alimentation,Viandes,Listeria,Sans marque,Du 21/12/2022 au 24/12/2022,vente au magasin,Listeria monocytogenes
Alimentation,Produits de la pêche et d'aquaculture,Listeria,Prix malin,Du 04/01/2023 au 05/01/2023,fresh -Grand frais - mon-marché.fr - BioFrais,Présence de listeria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,Ici en Chartreuse,Du 06/11/2022 au 15/11/2022,"Magasin la SICA du Granier, Prolactine, Phillipe Chaize",Suspicion de Listéria monocytogène
Alimentation,Produits de la pêche et d'aquaculture,Listeria,REFECTORY,Du 09/01/2023 au 14/01/2023,REFECTORY,Suspicion de listéria
Alimentation,Viandes,Salmonella,CASINO,Du 21/11/2022 au 28/01/2023,"CASINO, VIVAL, SPAR et réseaux de distribution de Casino",Détection Salmonelle
Alimentation,Viandes,Salmonella,SYSTEME U BIO,Du 21/11/2022 au 24/01/2023,Système U,Détection Salmonelle
Alimentation,Viandes,Salmonella,LIDL,Du 25/11/2022 au 28/01/2023,LIDL,Détection Salmonelle
Alimentation,Autres,Salmonella,U,NA,Magasins U,Détection de salmonelles
Alimentation,Viandes,Listeria,COTE CROC,Du 09/12/2022 au 30/12/2022,E.LECLERC,Risque de présence de Listeria monocytogenes dans le produit.
Alimentation,Lait et produits laitiers,Listeria,FEDOU,Du 12/12/2022 au 09/01/2023,Crémier Fromager / Grossiste.,Présence de Listéria Monocytogenes
Alimentation,Viandes,Salmonella,SANS,Du 03/01/2023 au 08/01/2023,INTERMARCHE POUILLON,Présence de salmonella
Alimentation,Viandes,Salmonella,HOA NAM,Du 15/12/2022 au 09/01/2023,"PARIS STORE , TANG FRERES  et autres distributeurs spécialités asiatiques",Détection de salmonelles
Alimentation,Produits de la pêche et d'aquaculture,Listeria,RONDE DES MERS,Du 15/12/2022 au 06/01/2023,E.LECLERC,Risque de présence de Listeria monocytogenes dans le produit.
Alimentation,Viandes,Listeria,SARL Mayte Sauveur et Fils,Du 16/12/2022 au 31/12/2022,"Vente directe, boutique 64220 St-Jean-le-Vieux",présence de Listeria monocytogenes
Alimentation,Viandes,Listeria,_,Du 17/12/2022 au 23/12/2022,Non concerné,Présence de Listeria monocytogenes < à 10
Alimentation,Viandes,Listeria,Le Gaulois,Du 23/12/2022 au 30/12/2022,Carrefour market - Auchan Luxembourg - Francap - E. Leclerc,Détection du germe Listéria monocytogènes
Alimentation,Lait et produits laitiers,Salmonella,SANS MARQUE,Du 16/01/2023 au 16/01/2023,"Enseignes du groupe AUCHAN (AUCHAN, ATAC, SCHIEVER)",Présence salmonelles
Alimentation,Viandes,Listeria,sans marque,Du 28/12/2022 au 05/01/2023,Carrefour Saran,Présence de Listéria Monocytogènes supérieur à la cible
Alimentation,Viandes,Listeria,SANS MARQUE,Du 10/01/2023 au 10/01/2023,INTERMARCHE TOURS RUE EDOUARD VAILLANT,PRESENCE LISTERIA
Alimentation,Viandes,Salmonella,LE PETIT LANDREEN,Du 03/01/2023 au 12/01/2023,BODET-BOUCHERIE DES PATURAGES- CAVASEB-MERZOUGHI - COCHON SANS FRONTIERES - BBT VENDOME - LA MINUTE BLONDE AURIAC ET MINUTE BLONDE POITIERS -PAPILLES PAPILLOTES VERTOU -SARL SAVEURS DU JARDIN - SARL VERGERS CHALLANS -SARL VERGERS - VITO DISTRIBUTION,ANALYSE BACTERIOLOGIQUE NON CONFORME : PRESENCE SALMONELLE
Alimentation,Viandes,Salmonella,LES DELICES DE CLOBERT,Du 03/01/2023 au 12/01/2023,GAEL FRAIS GMS REG - HYPER U LES HERBIERS  -LECLERC BLAIN - LECLERC ORVAULT- LECLERC ATOUT SUD REZE - SYSTEME U / ENTREPOT PLAINTEL - SYSTEME U /ENTREPOT SAVIGNY - SYSTEME U / ENTREPOT ANTARES,ANALYSE BACTERIOLOGIQUE NON CONFORME : PRESENCE SALMONELLE
Alimentation,Viandes,Listeria,ISLA DELICE,Du 14/01/2023 au 20/01/2023,"4 barquettes concernées  distribuées par Supermarché d'Epinal, Supermarket El Baraka, TAD Market","Présence de Listeria moncytogenes <10/g, 4 barquettes distribuées au consommateur, susceptibles d'être contaminées"
Alimentation,Lait et produits laitiers,Listeria,NOS REGIONS ONT DU TALENT,Du 10/01/2023 au 24/01/2023,E.LECLERC.,Présence de Listeria monocytogenes
Alimentation,Produits de la pêche et d'aquaculture,Listeria,Monoprix gourmet,NA,Monoprix,Présence de listeria monocytogènes
Alimentation,Produits de la pêche et d'aquaculture,Listeria,Mowi,Du 27/12/2022 au 20/01/2023,"Galec, Auchan, Monoprix",Risque de présence de Listeria monocytogenes dans le produit
Alimentation,Viandes,Listeria,CESARE FIORUCCI,Du 14/12/2022 au 27/01/2023,"GRAL CENTRALE, FRANCE FRAIS CENTRALE, BUISSON, O SOLE MIO, LE SALOIR ST REMY ( GIE GP GROUPE), SATRAS, LES ARTCUTIERS,  SAVEURS D'ANTOINE, SAS PERFORMANCES (Socovol), LGS, GALEC",Non-conformité microbiologique règlementaire (présence L.monocytogenes < 10 ufc/g sur 1 pièce analysée)
Alimentation,Produits de la pêche et d'aquaculture,Listeria,Carrefour BIO,Du 28/12/2022 au 19/01/2023,Carrefour,Suspicion de présence de listeria monocytogenes
Alimentation,Produits de la pêche et d'aquaculture,Listeria,RONDE DES MERS,Du 28/12/2022 au 28/01/2023,E.LECLERC,Risque de présence de Listeria monocytogenes dans le produit.
Alimentation,Viandes,Listeria,Sans marque - Vrac,Du 23/01/2023 au 25/01/2023,E.Leclerc Lure,Présence de listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,la boite à fromage,Du 11/01/2023 au 15/01/2023,Earl la boite à fromage,Présence Listeria monocytogenes
Alimentation,Plats préparés et snacks,Listeria,Centre E.Leclerc Blois,Du 10/01/2023 au 16/01/2023,E.Leclerc Blois,présence de Listeria monocytogenes (dans le saumon)
Alimentation,Viandes,Listeria,Sans marque - Vrac,Du 23/01/2023 au 25/01/2023,E.Leclerc Lure,Présence de listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,Domaine Reinach,Du 05/01/2023 au 20/01/2023,"SCPL
Ugalait",Suspicion de contamination par Listeria monocytogenes
Alimentation,Plats préparés et snacks,Listeria,E. LECLERC THIONVILLE,NA,CENTRE E. LECLERC THIONVILLE,Risque de présence de Listéria monocytogenes
Alimentation,Plats préparés et snacks,Listeria,E. LECLERC THIONVILLE,NA,CENTRE E. LECLERC THIONVILLE,Risque de présence de Listéria monocytogenes
Alimentation,Plats préparés et snacks,Listeria,E. LECLERC THIONVILLE,NA,CENTRE E. LECLERC THIONVILLE,Risque de présence de Listéria monocytogenes
Alimentation,Plats préparés et snacks,Listeria,E. LECLERC THIONVILLE,NA,CENTRE E. LECLERC THIONVILLE,Risque de présence de Listéria monocytogenes
Alimentation,Viandes,Listeria,Le vigneau de Licques,Du 17/01/2023 au 30/01/2023,"Auchan, Leclerc, Super U, Carrefour, Intermarché",Présence Listeria monocytogenes <10
Alimentation,Autres,Listeria,sans marque,Du 21/01/2023 au 28/01/2023,UNIQUEMENT HYPER CARREFOUR SAINT POL SUR MER,listeria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 26/01/2023 au 30/01/2023,TOUT SIMPLEMENT FRAIS (42 - Le Côteau)),Présence listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,SANS MARQUE,Du 17/01/2023 au 30/01/2023,FROMAGERIE MONS (42 - St Haôn le Châtel),Présence listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,Les Vaches de Fadainville,Du 25/01/2023 au 28/01/2023,Magasin à la ferme,Suspicion de contamination à la listeria
Alimentation,Viandes,Listeria,VOLAE,Du 31/01/2023 au 03/02/2023,Intermarché,Suspicion de présence de Listeria monocytogenes
Alimentation,Viandes,Listeria,NETTO,Du 31/01/2023 au 03/02/2023,NETTO,Suspicion de présence de Listeria monocytogenes
Alimentation,Viandes,Listeria,Le Gaulois,Du 27/01/2023 au 03/02/2023,"Auchan, Leclerc, Monoprix, Cora, Intermarché",Suspicion de présence de Listeria monocytogenes
Alimentation,Viandes,Listeria,CARREFOUR,Du 26/01/2023 au 03/02/2023,CARREFOUR,SUSPICION DE CONTAMINATION MICROBIOLOGIQUE
Alimentation,Viandes,Listeria,Sans marque,Du 31/01/2023 au 03/02/2023,Auchan,Suspicion de présence de Listeria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,SCOCIETE LAITIERE DE VICHY,Du 24/01/2023 au 03/02/2023,"POM BANANA (63 - THIERS)
POM BANANA (03 - YZEURE)",Présence listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 26/01/2023 au 03/02/2023,"CARREFOUR MARKET (03 - COMMENTRY)
LA CAVE AUX FROMAGE DE PIERRE (63 PUY GUILLAUME)
FROMAGERIE DESCHAMPS (03 VICHY - 63 ST AMAND TALLENDE)
FROMAGERIE L'OUVERNIA (63 PUY GUILLAUME)
LA FERME DU FROID (03 ST REMY EN ROLLAT)",Présence listéria monocytogènes
Alimentation,Produits de la pêche et d'aquaculture,Listeria,Neutre,Du 01/02/2023 au 02/02/2023,"Possonnerie les Aubettes
Socovol",Présence de listéria
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tout type de crèmeries ou fromageries, Grossistes, GMS (Centre Leclerc, Carrefour, carrefour market, carrefour contact, Proxi, Auchan, Super U, Intermarché, Ecomarché, Cora, Système U, Grand Frais,  Promocash, Tinel, Pom Banana, Casino).",Présence listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"tous types de crèmeries, fromageries, ou autres commerces, GMS (Grandes et Moyennes Surfaces)",Présence listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,Les Vaches de Fadainville,Du 01/02/2023 au 04/02/2023,"Magasin à la ferme
Ferme des merisiers 28320 Écrosnes
Localie 28630 Gellainville",Présence de listeria
Alimentation,Lait et produits laitiers,Listeria,Les Vaches de Fadainville,Du 01/02/2023 au 04/02/2023,Magasin à la ferme,Présence de listeria
Alimentation,Lait et produits laitiers,Listeria,Les Vaches de Fadainville,Du 01/02/2023 au 04/02/2023,Magasin à la ferme,Présence de listeria
Alimentation,Lait et produits laitiers,Listeria,sans marque,Du 11/10/2022 au 06/02/2023,POMONA,Présence de Listeria monocytogenes
